iter	MAE
377	2.060757372
378	2.059313854
379	2.058894764
380	2.056578029
381	2.055483602
382	2.05500684
383	2.054649821
384	2.053328047
385	2.049193931
386	2.048065289
387	2.046019257
388	2.045622333
389	2.044560179
390	2.043151619
391	2.039832126
392	2.039092708
393	2.035976379
394	2.034717762
395	2.034250345
396	2.033842643
397	2.033207175
398	2.032870744
399	2.031709426
400	2.02789736
401	2.027186007
402	2.026634206
403	2.025223682
404	2.021992203
405	2.021475097
406	2.020226794
407	2.020076352
408	2.01835719
409	2.017037625
410	2.015144987
411	2.012130797
412	2.010435768
413	2.00904028
414	2.008339339
415	2.006299462
416	2.005230387
417	2.004642696
418	2.001408952
