iter	Passed	Remaining
168	2348	136614
169	2361	136555
170	2374	136469
171	2391	136632
172	2410	136903
173	2425	136996
174	2442	137120
175	2455	137079
176	2473	137297
177	2492	137550
178	2511	137816
179	2528	137969
180	2545	138091
181	2568	138548
182	2585	138692
183	2603	138880
184	2622	139111
185	2649	139776
186	2668	140015
187	2686	140204
188	2704	140400
189	2724	140675
190	2741	140806
191	2756	140818
192	2772	140855
193	2785	140799
194	2796	140592
195	2806	140395
196	2817	140200
197	2827	139997
198	2838	139804
199	2848	139595
200	2860	139446
201	2871	139268
202	2882	139100
203	2893	138924
204	2904	138774
205	2915	138627
206	2925	138421
207	2936	138231
208	2945	138002
209	2957	137892
210	2968	137719
211	2978	137515
212	2989	137356
213	3000	137189
214	3010	137003
215	3021	136874
216	3032	136696
217	3042	136526
218	3053	136378
219	3064	136236
220	3075	136088
221	3086	135929
222	3096	135781
223	3107	135612
224	3119	135531
225	3130	135404
226	3141	135247
227	3152	135105
228	3162	134936
229	3174	134842
230	3186	134750
231	3197	134616
232	3207	134456
233	3218	134310
234	3228	134149
235	3238	133987
236	3250	133917
237	3261	133760
238	3270	133578
239	3282	133475
240	3292	133332
241	3303	133190
242	3314	133071
243	3325	132973
244	3335	132808
245	3347	132717
246	3357	132570
247	3369	132503
248	3382	132452
249	3395	132422
250	3409	132412
251	3424	132475
252	3437	132443
253	3451	132418
254	3465	132449
255	3479	132444
256	3505	132883
257	3520	132936
258	3536	133010
259	3552	133091
260	3568	133164
261	3583	133205
262	3597	133203
263	3609	133125
264	3621	133035
265	3633	132964
266	3644	132856
267	3655	132753
268	3668	132708
269	3679	132615
270	3692	132571
271	3704	132476
272	3714	132360
273	3727	132329
274	3739	132245
275	3750	132141
276	3761	132041
277	3776	132075
278	3787	131971
279	3806	132123
280	3817	132051
281	3831	132020
282	3844	131990
283	3857	131957
284	3868	131862
285	3880	131811
286	3892	131748
287	3905	131696
288	3917	131619
289	3931	131630
290	3944	131621
291	3960	131659
292	3971	131577
293	3984	131529
294	3996	131478
295	4010	131466
296	4022	131407
297	4034	131362
298	4047	131304
299	4059	131252
300	4073	131248
301	4085	131205
302	4098	131163
303	4113	131209
304	4130	131299
305	4145	131338
306	4159	131340
307	4201	132212
308	4230	132679
309	4262	133249
310	4273	133142
311	4283	133020
312	4295	132927
313	4305	132825
314	4318	132763
315	4328	132659
316	4339	132552
317	4352	132505
318	4364	132453
319	4375	132354
320	4389	132340
321	4400	132267
322	4413	132214
323	4425	132150
324	4441	132232
325	4453	132169
326	4464	132053
327	4476	131991
328	4488	131950
329	4499	131854
330	4511	131799
331	4523	131715
332	4533	131617
333	4545	131559
334	4557	131483
335	4568	131387
336	4578	131291
337	4590	131218
338	4600	131102
339	4611	131011
340	4622	130948
341	4633	130848
342	4644	130750
343	4654	130655
344	4665	130558
345	4676	130481
346	4686	130379
347	4697	130277
348	4707	130165
349	4718	130094
350	4729	130012
351	4739	129894
352	4749	129799
353	4760	129709
354	4769	129591
355	4781	129540
356	4791	129429
357	4801	129315
358	4811	129203
359	4823	129168
360	4834	129091
361	4849	129119
362	4862	129078
363	4873	129022
364	4886	128978
365	4922	129580
366	4937	129597
367	4954	129685
368	4971	129752
369	4984	129738
370	4998	129720
371	5014	129772
372	5026	129737
373	5040	129719
374	5056	129791
375	5079	130016
376	5097	130111
377	5116	130229
378	5163	131076
379	5182	131198
380	5203	131369
381	5219	131428
382	5233	131404
383	5245	131351
384	5257	131302
385	5270	131277
386	5283	131235
387	5296	131223
388	5309	131181
389	5323	131174
390	5336	131143
391	5349	131107
392	5394	131866
393	5411	131944
394	5426	131956
395	5440	131934
396	5452	131897
397	5466	131878
398	5479	131854
399	5491	131807
400	5507	131833
401	5519	131784
402	5534	131788
403	5546	131751
404	5562	131777
405	5574	131728
406	5588	131722
407	5601	131697
408	5619	131767
409	5639	131903
410	5660	132055
411	5678	132159
412	5695	132201
413	5710	132224
414	5725	132243
415	5744	132345
416	5763	132444
417	5782	132561
418	5803	132699
