iter	Passed	Remaining
1671	23849	118789
1672	23864	118780
1673	23882	118786
1674	23900	118791
1675	23920	118801
1676	23937	118803
1677	23955	118804
1678	23971	118800
1679	23987	118796
1680	24003	118790
1681	24019	118782
1682	24060	118900
1683	24077	118900
1684	24096	118909
1685	24113	118907
1686	24130	118905
1687	24154	118942
1688	24170	118936
1689	24185	118925
1690	24203	118928
1691	24224	118944
1692	24238	118928
1693	24250	118907
1694	24266	118900
1695	24306	119012
1696	24327	119027
1697	24342	119019
1698	24385	119142
1699	24402	119139
1700	24419	119140
1701	24435	119135
1702	24451	119125
1703	24478	119175
1704	24494	119166
1705	24506	119142
1706	24520	119125
1707	24533	119105
1708	24545	119079
1709	24555	119045
1710	24569	119029
1711	24580	118995
1712	24590	118964
1713	24606	118957
1714	24620	118937
1715	24632	118912
1716	24648	118905
1717	24661	118884
1718	24674	118867
1719	24689	118852
1720	24701	118828
1721	24712	118796
1722	24726	118780
1723	24738	118758
1724	24749	118723
1725	24761	118701
1726	24772	118670
1727	24815	118794
1728	24831	118787
1729	24845	118770
1730	24859	118752
1731	24871	118729
1732	24881	118694
1733	24892	118661
1734	24904	118638
1735	24917	118615
1736	24929	118590
1737	24939	118555
1738	24949	118522
1739	24961	118494
1740	24970	118454
1741	24980	118421
1742	24990	118385
1743	25001	118357
1744	25015	118342
1745	25025	118306
1746	25036	118276
1747	25046	118240
1748	25060	118224
1749	25071	118191
1750	25080	118153
1751	25091	118126
1752	25101	118089
1753	25119	118094
1754	25129	118056
1755	25154	118093
1756	25164	118061
1757	25176	118033
1758	25186	118001
1759	25196	117967
1760	25208	117939
1761	25219	117908
1762	25230	117882
1763	25241	117849
1764	25251	117818
1765	25265	117798
1766	25275	117766
1767	25283	117724
1768	25295	117698
1769	25307	117671
1770	25316	117635
1771	25328	117608
1772	25338	117575
1773	25350	117551
1774	25361	117520
1775	25372	117491
1776	25382	117458
1777	25392	117424
1778	25427	117505
1779	25441	117486
1780	25475	117563
1781	25486	117533
1782	25497	117504
1783	25510	117483
1784	25520	117452
1785	25531	117422
1786	25544	117399
1787	25557	117380
1788	25567	117347
1789	25578	117316
1790	25589	117290
1791	25605	117281
1792	25618	117261
1793	25630	117238
1794	25644	117219
1795	25655	117190
1796	25665	117158
1797	25675	117123
1798	25685	117093
1799	25695	117055
1800	25743	117196
1801	25761	117200
1802	25773	117174
1803	25783	117138
1804	25795	117114
1805	25805	117082
1806	25816	117052
1807	25828	117030
1808	25839	116997
1809	25851	116973
1810	25861	116940
1811	25871	116906
1812	25883	116881
1813	25894	116854
1814	25905	116823
1815	25915	116789
1816	25926	116763
1817	25937	116734
1818	25948	116703
1819	25962	116686
1820	25973	116660
1821	25983	116626
1822	25997	116612
1823	26009	116588
1824	26020	116557
1825	26030	116525
1826	26042	116500
1827	26053	116468
1828	26062	116434
1829	26072	116399
1830	26083	116373
1831	26097	116357
1832	26108	116327
1833	26121	116305
1834	26132	116278
1835	26143	116248
1836	26152	116211
1837	26162	116178
1838	26172	116144
1839	26183	116117
1840	26194	116088
1841	26219	116121
1842	26228	116086
1843	26290	116282
1844	26316	116322
1845	26332	116312
1846	26345	116295
1847	26356	116265
1848	26366	116230
1849	26377	116202
1850	26387	116169
1851	26421	116244
1852	26439	116244
1853	26453	116229
1854	26462	116190
1855	26471	116156
1856	26482	116124
1857	26492	116093
1858	26503	116063
1859	26512	116029
1860	26522	115995
1861	26533	115965
1862	26543	115934
1863	26553	115899
1864	26563	115867
1865	26572	115829
1866	26586	115814
1867	26596	115782
1868	26606	115752
1869	26626	115762
1870	26638	115739
1871	26648	115706
1872	26658	115671
1873	26669	115645
1874	26679	115609
1875	26689	115576
1876	26699	115545
1877	26708	115509
1878	26718	115478
1879	26732	115459
1880	26742	115427
1881	26766	115457
1882	26779	115437
1883	26792	115418
1884	26803	115388
1885	26842	115484
1886	26855	115461
1887	26869	115446
1888	26883	115431
1889	26894	115405
1890	26906	115382
1891	26918	115357
1892	26931	115337
1893	26946	115324
1894	26965	115332
1895	26980	115320
1896	26993	115302
1897	27006	115280
1898	27018	115259
1899	27035	115255
1900	27048	115236
1901	27064	115232
1902	27077	115213
1903	27091	115194
1904	27103	115173
1905	27115	115149
1906	27127	115123
1907	27139	115099
1908	27152	115081
1909	27201	115214
1910	27219	115215
1911	27233	115199
1912	27246	115181
1913	27259	115160
1914	27273	115145
1915	27286	115127
1916	27300	115113
1917	27314	115096
1918	27327	115075
1919	27340	115058
1920	27351	115031
1921	27367	115024
1922	27380	115004
1923	27393	114982
1924	27405	114962
1925	27419	114945
1926	27436	114943
1927	27449	114922
1928	27461	114900
1929	27478	114896
1930	27489	114868
1931	27501	114845
1932	27513	114820
1933	27526	114802
1934	27537	114773
1935	27546	114737
1936	27559	114721
1937	27577	114720
1938	27593	114716
1939	27614	114726
1940	27627	114710
1941	27640	114689
1942	27654	114675
1943	27668	114660
1944	27681	114638
1945	27693	114615
1946	27704	114589
1947	27718	114573
1948	27730	114550
1949	27740	114518
1950	27752	114493
1951	27765	114477
1952	27778	114454
1953	27787	114422
1954	27819	114479
1955	27830	114450
1956	27841	114426
1957	27854	114407
1958	27868	114389
1959	27879	114363
1960	27891	114338
1961	27901	114308
1962	27911	114275
1963	27924	114257
1964	27936	114233
1965	27946	114201
1966	27960	114188
1967	27973	114169
1968	28028	114318
1969	28049	114334
1970	28064	114321
1971	28077	114302
1972	28089	114279
1973	28101	114257
1974	28112	114228
1975	28124	114204
1976	28135	114176
1977	28146	114150
1978	28158	114127
1979	28169	114102
1980	28183	114084
1981	28193	114052
1982	28203	114024
1983	28213	113993
1984	28280	114189
1985	28301	114204
1986	28315	114186
1987	28327	114166
1988	28338	114138
1989	28352	114121
1990	28365	114102
1991	28376	114076
1992	28389	114055
1993	28399	114025
1994	28443	114130
1995	28454	114103
1996	28470	114097
1997	28482	114072
1998	28493	114044
1999	28507	114028
2000	28519	114008
2001	28529	113976
2002	28542	113955
2003	28555	113935
2004	28565	113905
2005	28576	113876
2006	28587	113851
2007	28598	113822
2008	28610	113802
2009	28622	113777
2010	28632	113746
2011	28645	113726
2012	28656	113700
2013	28667	113672
2014	28678	113644
2015	28690	113621
2016	28701	113595
2017	28715	113582
2018	28725	113551
2019	28734	113515
2020	28747	113496
2021	28783	113568
2022	28795	113545
2023	28807	113523
2024	28820	113503
2025	28830	113473
2026	28842	113450
2027	28856	113432
2028	28867	113408
2029	28879	113384
2030	28892	113363
2031	28936	113466
2032	28953	113464
2033	28967	113449
2034	28977	113419
2035	28987	113387
2036	29000	113368
2037	29011	113342
2038	29020	113307
2039	29030	113275
2040	29062	113332
2041	29074	113307
2042	29086	113284
2043	29098	113260
2044	29109	113234
2045	29122	113215
2046	29133	113188
2047	29144	113163
2048	29157	113145
2049	29167	113113
2050	29177	113084
2051	29188	113057
2052	29200	113033
2053	29211	113008
2054	29222	112978
2055	29232	112947
2056	29243	112923
2057	29256	112902
2058	29266	112874
2059	29277	112845
2060	29287	112815
2061	29298	112790
2062	29308	112757
2063	29319	112731
2064	29330	112706
2065	29341	112680
2066	29352	112652
2067	29362	112623
2068	29373	112595
2069	29382	112563
2070	29394	112539
2071	29406	112516
2072	29416	112485
2073	29425	112452
2074	29437	112428
2075	29449	112407
2076	29459	112376
2077	29470	112349
2078	29480	112319
2079	29507	112354
2080	29519	112334
2081	29533	112318
2082	29548	112306
2083	29558	112277
2084	29571	112258
2085	29585	112244
2086	29597	112220
2087	29608	112195
2088	29619	112168
2089	29630	112142
2090	29642	112118
2091	29653	112092
2092	29663	112062
2093	29672	112031
2094	29683	112004
2095	29695	111980
2096	29707	111957
2097	29717	111929
2098	29727	111897
2099	29739	111876
2100	29752	111859
2101	29762	111828
2102	29773	111801
2103	29815	111892
2104	29832	111889
2105	29844	111868
2106	29855	111840
2107	29865	111810
2108	29876	111785
2109	29889	111766
2110	29922	111824
2111	29935	111805
2112	29947	111782
2113	29956	111750
2114	29967	111724
2115	29983	111715
2116	29995	111694
2117	30005	111663
2118	30018	111646
2119	30031	111626
2120	30041	111595
2121	30051	111566
2122	30061	111537
2123	30072	111513
2124	30084	111491
2125	30094	111459
2126	30103	111425
2127	30114	111400
2128	30126	111377
2129	30137	111351
2130	30148	111325
2131	30156	111291
2132	30170	111274
2133	30182	111252
2134	30193	111227
2135	30202	111193
2136	30211	111162
2137	30223	111139
2138	30235	111117
2139	30246	111090
2140	30254	111056
2141	30264	111027
2142	30278	111010
2143	30288	110981
2144	30297	110950
2145	30308	110923
2146	30326	110923
2147	30337	110897
2148	30347	110869
2149	30356	110836
2150	30367	110811
2151	30377	110781
2152	30392	110769
2153	30403	110743
2154	30413	110716
2155	30425	110694
2156	30438	110677
2157	30447	110644
2158	30456	110610
2159	30467	110586
2160	30479	110562
2161	30489	110536
2162	30498	110503
2163	30509	110478
2164	30521	110454
2165	30533	110434
2166	30542	110401
2167	30552	110370
2168	30562	110344
2169	30573	110319
2170	30584	110292
2171	30596	110269
2172	30606	110242
2173	30617	110215
2174	30628	110191
2175	30645	110187
2176	30654	110158
2177	30686	110205
2178	30698	110185
2179	30709	110159
2180	30722	110141
2181	30734	110119
2182	30743	110087
2183	30754	110063
2184	30765	110037
2185	30810	110135
2186	30829	110137
2187	30840	110111
2188	30851	110088
2189	30864	110070
2190	30875	110044
2191	30889	110028
2192	30901	110009
2193	30913	109986
2194	30926	109967
2195	30937	109943
2196	30949	109922
2197	30959	109893
2198	30971	109873
2199	30984	109855
2200	30996	109834
2201	31010	109819
2202	31026	109810
2203	31036	109782
2204	31047	109758
2205	31058	109732
2206	31070	109710
2207	31079	109679
2208	31091	109659
2209	31103	109636
2210	31111	109600
2211	31124	109581
2212	31134	109553
2213	31145	109530
2214	31155	109500
2215	31168	109482
2216	31179	109458
2217	31188	109426
2218	31202	109411
2219	31214	109392
2220	31232	109389
2221	31244	109368
2222	31260	109361
2223	31273	109346
2224	31284	109320
2225	31297	109301
2226	31311	109287
2227	31324	109269
2228	31337	109252
2229	31348	109228
2230	31360	109206
2231	31372	109183
2232	31385	109166
2233	31396	109143
2234	31407	109117
2235	31421	109103
2236	31433	109081
2237	31443	109054
2238	31454	109029
2239	31465	109005
2240	31476	108981
2241	31485	108949
2242	31498	108931
2243	31511	108914
2244	31522	108889
2245	31540	108888
2246	31556	108882
2247	31569	108863
2248	31591	108876
2249	31604	108861
2250	31620	108851
2251	31631	108828
2252	31646	108816
2253	31659	108800
2254	31672	108783
2255	31711	108853
2256	31726	108841
2257	31739	108824
2258	31752	108808
2259	31765	108791
2260	31776	108766
2261	31788	108744
2262	31801	108727
2263	31813	108704
2264	31823	108678
2265	31870	108775
2266	31887	108770
2267	31903	108764
2268	31916	108745
2269	31929	108730
2270	31944	108717
2271	31955	108694
2272	31968	108675
2273	31979	108651
2274	31991	108630
2275	32002	108607
2276	32016	108593
2277	32027	108566
2278	32036	108536
2279	32052	108528
2280	32062	108499
2281	32073	108475
2282	32084	108452
2283	32096	108431
2284	32107	108407
2285	32118	108382
2286	32131	108364
2287	32144	108346
2288	32157	108329
2289	32169	108308
2290	32180	108284
2291	32193	108267
2292	32225	108314
2293	32238	108296
2294	32251	108278
2295	32263	108255
2296	32273	108228
2297	32286	108211
2298	32297	108187
2299	32309	108166
2300	32319	108137
2301	32329	108110
2302	32342	108093
2303	32353	108069
2304	32363	108041
2305	32374	108017
2306	32384	107990
2307	32396	107968
2308	32408	107949
2309	32421	107932
2310	32431	107904
2311	32443	107883
2312	32453	107856
2313	32465	107833
2314	32474	107802
2315	32487	107786
2316	32498	107764
2317	32508	107735
2318	32520	107716
2319	32532	107692
2320	32545	107674
2321	32555	107650
2322	32567	107629
2323	32581	107612
2324	32594	107595
2325	32606	107576
2326	32617	107552
2327	32630	107534
2328	32642	107513
2329	32652	107486
2330	32664	107464
2331	32673	107435
2332	32684	107411
2333	32696	107392
2334	32705	107361
2335	32716	107337
2336	32725	107307
2337	32735	107278
2338	32747	107259
2339	32759	107237
2340	32767	107205
2341	32778	107180
2342	32789	107155
2343	32799	107129
2344	32809	107101
2345	32821	107082
2346	32831	107057
2347	32843	107035
2348	32856	107018
2349	32890	107069
2350	32902	107047
2351	32913	107025
2352	32925	107003
2353	32939	106990
2354	32955	106982
2355	32969	106967
2356	32983	106956
2357	32996	106939
2358	33005	106908
2359	33016	106883
2360	33027	106861
2361	33046	106861
2362	33057	106838
2363	33068	106814
2364	33079	106790
2365	33089	106765
2366	33100	106740
2367	33109	106710
2368	33120	106688
2369	33132	106666
2370	33143	106642
2371	33154	106618
2372	33165	106595
2373	33176	106571
2374	33188	106552
2375	33198	106525
2376	33209	106502
2377	33220	106479
2378	33232	106459
2379	33245	106440
2380	33255	106415
2381	33265	106388
2382	33278	106370
2383	33289	106346
2384	33298	106319
2385	33308	106290
2386	33318	106264
2387	33330	106245
2388	33351	106254
2389	33366	106240
2390	33378	106223
2391	33388	106196
2392	33400	106173
2393	33408	106143
2394	33421	106125
2395	33431	106097
2396	33441	106073
2397	33452	106047
2398	33464	106029
2399	33538	106206
2400	33564	106229
2401	33580	106221
2402	33592	106201
2403	33604	106181
2404	33619	106171
2405	33630	106148
2406	33640	106121
2407	33653	106103
2408	33664	106080
2409	33676	106061
2410	33687	106036
2411	33696	106008
2412	33707	105984
2413	33718	105959
2414	33732	105945
2415	33741	105916
2416	33751	105889
2417	33764	105873
2418	33775	105850
2419	33784	105819
2420	33795	105798
2421	33806	105773
2422	33818	105754
2423	33831	105736
2424	33841	105710
2425	33853	105689
2426	33864	105666
2427	33875	105643
2428	33885	105617
2429	33899	105603
2430	33909	105577
2431	33970	105711
2432	33991	105719
2433	34005	105705
2434	34018	105688
2435	34030	105668
2436	34040	105640
2437	34051	105617
2438	34064	105602
2439	34075	105579
2440	34085	105550
2441	34094	105521
2442	34105	105500
2443	34118	105482
2444	34128	105456
2445	34136	105424
2446	34146	105399
2447	34160	105382
2448	34169	105353
2449	34178	105326
2450	34195	105321
2451	34205	105294
2452	34217	105276
2453	34229	105255
2454	34239	105228
2455	34249	105202
2456	34259	105178
2457	34271	105156
2458	34280	105128
2459	34290	105102
2460	34301	105077
2461	34314	105060
2462	34326	105041
2463	34339	105024
2464	34357	105024
2465	34373	105015
2466	34387	105002
2467	34403	104993
2468	34420	104989
2469	34436	104982
2470	34468	105022
2471	34482	105009
2472	34496	104997
2473	34513	104991
2474	34528	104980
2475	34545	104974
2476	34564	104976
2477	34577	104960
2478	34592	104948
2479	34607	104939
2480	34634	104964
2481	34648	104950
2482	34667	104950
2483	34685	104950
2484	34708	104964
2485	34728	104968
2486	34745	104963
2487	34765	104965
2488	34804	105028
2489	34844	105094
2490	34869	105113
2491	34890	105119
2492	34922	105160
2493	34943	105166
2494	34962	105169
2495	34978	105160
2496	34992	105146
2497	35009	105141
2498	35025	105131
2499	35046	105140
2500	35072	105162
2501	35092	105166
2502	35108	105156
2503	35154	105238
2504	35183	105270
2505	35204	105275
2506	35230	105296
2507	35259	105328
2508	35309	105421
2509	35327	105420
2510	35347	105423
2511	35369	105432
2512	35382	105415
2513	35399	105411
2514	35418	105409
2515	35436	105409
2516	35457	105414
2517	35472	105403
2518	35490	105401
2519	35506	105393
2520	35524	105390
2521	35540	105381
2522	35557	105376
2523	35574	105371
2524	35589	105358
2525	35606	105352
2526	35623	105347
2527	35641	105345
2528	35657	105337
2529	35675	105333
2530	35692	105328
2531	35708	105321
2532	35720	105298
2533	35732	105280
2534	35751	105279
2535	35763	105259
2536	35774	105236
2537	35791	105229
2538	35803	105210
2539	35814	105187
2540	35828	105171
2541	35838	105147
2542	35849	105123
2543	35859	105097
2544	35871	105078
2545	35882	105055
2546	35894	105034
2547	35906	105015
2548	35915	104986
2549	35926	104963
2550	35940	104947
2551	35951	104923
2552	35962	104900
2553	35975	104884
2554	35988	104865
2555	35997	104838
2556	36009	104816
2557	36031	104825
2558	36044	104809
2559	36056	104790
2560	36068	104769
2561	36087	104769
2562	36099	104748
2563	36109	104722
2564	36170	104845
2565	36192	104853
2566	36230	104909
2567	36244	104895
2568	36258	104879
2569	36270	104860
2570	36285	104846
2571	36298	104829
2572	36308	104804
2573	36319	104780
2574	36330	104758
2575	36342	104738
2576	36352	104713
2577	36375	104725
2578	36387	104704
2579	36399	104684
2580	36410	104661
2581	36423	104643
2582	36434	104620
2583	36446	104601
2584	36457	104578
2585	36469	104556
2586	36480	104533
2587	36491	104510
2588	36500	104481
2589	36513	104464
2590	36524	104443
2591	36543	104441
2592	36557	104428
2593	36568	104404
2594	36581	104387
2595	36592	104365
2596	36603	104340
2597	36614	104319
2598	36626	104299
2599	36636	104273
2600	36648	104254
2601	36660	104233
2602	36670	104208
2603	36700	104237
2604	36711	104214
2605	36723	104195
2606	36734	104172
2607	36745	104148
2608	36765	104152
2609	36777	104131
2610	36788	104108
2611	36799	104085
2612	36809	104060
2613	36820	104038
2614	36831	104016
2615	36842	103991
2616	36853	103969
2617	36866	103952
2618	36879	103936
2619	36890	103912
2620	36904	103897
2621	36917	103880
2622	36932	103868
2623	36942	103844
2624	36952	103818
2625	36965	103802
2626	36976	103778
2627	36987	103755
2628	36997	103730
2629	37008	103708
2630	37019	103684
2631	37029	103660
2632	37039	103634
2633	37050	103611
2634	37060	103587
2635	37074	103572
2636	37087	103555
2637	37098	103532
2638	37108	103508
2639	37121	103489
2640	37129	103460
2641	37140	103436
2642	37149	103409
2643	37179	103440
2644	37191	103420
2645	37204	103401
2646	37216	103381
2647	37228	103363
2648	37240	103342
2649	37251	103319
2650	37262	103297
2651	37271	103270
2652	37279	103239
2653	37290	103216
2654	37302	103195
2655	37312	103172
2656	37333	103177
2657	37344	103153
2658	37355	103131
2659	37368	103113
2660	37378	103090
2661	37388	103063
2662	37403	103052
2663	37435	103087
2664	37450	103075
2665	37464	103063
2666	37475	103038
2667	37485	103015
2668	37496	102993
2669	37507	102968
2670	37519	102949
2671	37533	102935
2672	37545	102917
2673	37558	102899
2674	37569	102875
2675	37579	102851
2676	37589	102826
2677	37600	102804
2678	37612	102783
2679	37622	102759
2680	37632	102736
2681	37642	102711
2682	37667	102725
2683	37681	102712
2684	37695	102696
2685	37705	102671
2686	37716	102649
2687	37725	102622
2688	37735	102597
2689	37745	102572
2690	37756	102550
2691	37766	102525
2692	37776	102499
2693	37786	102474
2694	37797	102454
2695	37808	102431
2696	37819	102407
2697	37828	102380
2698	37839	102357
2699	37848	102331
2700	37863	102319
2701	37873	102295
2702	37884	102273
2703	37896	102252
2704	37908	102233
2705	37919	102211
2706	37929	102185
2707	37938	102158
2708	37949	102138
2709	37965	102127
2710	37974	102101
2711	37984	102076
2712	37999	102063
2713	38011	102044
2714	38021	102020
2715	38031	101995
2716	38043	101975
2717	38053	101951
2718	38093	102007
2719	38104	101985
2720	38115	101964
2721	38128	101947
2722	38139	101924
2723	38149	101900
2724	38160	101878
2725	38171	101856
2726	38181	101830
2727	38191	101807
2728	38203	101786
2729	38212	101760
2730	38221	101732
2731	38230	101705
2732	38241	101682
2733	38251	101658
2734	38262	101635
2735	38272	101612
2736	38282	101587
2737	38291	101561
2738	38304	101544
2739	38313	101517
2740	38379	101641
2741	38409	101669
2742	38424	101658
2743	38436	101638
2744	38448	101619
2745	38460	101598
2746	38469	101573
2747	38480	101551
2748	38491	101527
2749	38503	101509
2750	38514	101487
2751	38524	101461
2752	38534	101438
2753	38547	101422
2754	38558	101398
2755	38566	101370
2756	38578	101350
2757	38587	101324
2758	38601	101310
2759	38614	101293
2760	38627	101276
2761	38639	101256
2762	38648	101230
2763	38662	101216
2764	38673	101195
2765	38684	101172
2766	38697	101155
2767	38710	101140
2768	38721	101117
2769	38776	101211
2770	38796	101212
2771	38811	101200
2772	38825	101186
2773	38839	101172
2774	38853	101157
2775	38866	101142
2776	38880	101127
2777	38895	101117
2778	38910	101105
2779	38921	101083
2780	38934	101067
2781	38948	101054
2782	38962	101038
2783	38974	101020
2784	38985	100998
2785	38999	100985
2786	39010	100961
2787	39023	100946
2788	39055	100978
2789	39069	100963
2790	39082	100948
2791	39094	100928
2792	39105	100906
2793	39116	100886
2794	39129	100868
2795	39142	100852
2796	39153	100829
2797	39165	100811
2798	39178	100793
2799	39188	100769
2800	39198	100746
2801	39211	100730
2802	39222	100707
2803	39235	100692
2804	39248	100674
2805	39260	100654
2806	39270	100630
2807	39290	100631
2808	39303	100616
2809	39315	100597
2810	39326	100575
2811	39337	100554
2812	39349	100534
2813	39362	100519
2814	39373	100497
2815	39387	100481
2816	39402	100471
2817	39413	100451
2818	39432	100449
2819	39449	100442
2820	39465	100432
2821	39480	100420
2822	39493	100406
2823	39549	100498
2824	39567	100494
2825	39578	100471
2826	39590	100453
2827	39603	100436
2828	39615	100417
2829	39626	100395
2830	39636	100373
2831	39649	100356
2832	39663	100342
2833	39674	100319
2834	39687	100303
2835	39712	100316
2836	39725	100300
2837	39735	100277
2838	39746	100256
2839	39757	100233
2840	39768	100213
2841	39778	100188
2842	39788	100164
2843	39799	100143
2844	39812	100126
2845	39823	100103
2846	39867	100166
2847	39878	100143
2848	39891	100127
2849	39904	100112
2850	39917	100094
2851	39929	100074
2852	39941	100057
2853	39952	100035
2854	39964	100017
2855	39977	99999
2856	39987	99974
2857	39999	99955
2858	40012	99939
2859	40022	99916
2860	40032	99893
2861	40043	99869
2862	40055	99851
2863	40066	99829
2864	40075	99803
2865	40086	99782
2866	40096	99759
2867	40107	99736
2868	40118	99715
2869	40130	99697
2870	40141	99675
2871	40155	99661
2872	40166	99639
2873	40177	99618
2874	40186	99592
2875	40199	99575
2876	40210	99553
2877	40221	99533
2878	40232	99512
2879	40243	99491
2880	40255	99473
2881	40265	99449
2882	40275	99423
2883	40286	99402
2884	40296	99379
2885	40308	99360
2886	40323	99349
2887	40341	99343
2888	40359	99341
2889	40373	99327
2890	40387	99313
2891	40403	99303
2892	40415	99284
2893	40428	99269
2894	40439	99248
2895	40452	99232
2896	40464	99212
2897	40475	99191
2898	40486	99170
2899	40531	99232
2900	40546	99221
2901	40561	99208
2902	40572	99188
2903	40583	99166
2904	40623	99216
2905	40637	99202
2906	40669	99233
2907	40682	99216
2908	40694	99196
2909	40707	99179
2910	40719	99160
2911	40729	99138
2912	40740	99117
2913	40764	99126
2914	40775	99105
2915	40787	99087
2916	40803	99077
2917	40814	99057
2918	40825	99036
2919	40836	99014
2920	40903	99129
2921	40924	99131
2922	40937	99115
2923	40951	99102
2924	40963	99081
2925	40974	99060
2926	40985	99040
2927	40996	99018
2928	41008	99000
2929	41064	99088
2930	41088	99097
2931	41102	99082
2932	41113	99061
2933	41126	99044
2934	41138	99026
2935	41153	99014
2936	41164	98994
2937	41174	98970
2938	41200	98985
2939	41213	98969
2940	41224	98946
2941	41235	98925
2942	41247	98905
2943	41257	98884
2944	41269	98864
2945	41280	98842
2946	41290	98819
2947	41303	98802
2948	41313	98779
2949	41322	98754
2950	41334	98735
2951	41346	98715
2952	41357	98695
2953	41370	98679
2954	41382	98659
2955	41394	98642
2956	41405	98619
2957	41415	98597
2958	41425	98572
2959	41436	98551
2960	41447	98529
2961	41458	98509
2962	41467	98483
2963	41479	98463
2964	41490	98443
2965	41500	98421
2966	41510	98397
2967	41520	98373
2968	41530	98349
2969	41570	98398
2970	41582	98379
2971	41595	98361
2972	41604	98337
2973	41615	98316
2974	41625	98292
2975	41637	98273
2976	41646	98248
2977	41659	98232
2978	41671	98212
2979	41680	98188
2980	41693	98170
2981	41704	98149
2982	41713	98123
2983	41724	98102
2984	41735	98081
2985	41746	98061
2986	41758	98042
2987	41769	98020
2988	41782	98004
2989	41793	97983
2990	41802	97959
2991	41811	97933
2992	41822	97911
2993	41831	97886
2994	41844	97869
2995	41855	97849
2996	41866	97828
2997	41878	97808
2998	41888	97786
2999	41898	97762
3000	41909	97741
3001	41918	97716
3002	41929	97694
3003	41940	97675
3004	41951	97655
3005	41963	97636
3006	41973	97612
3007	41986	97596
3008	41997	97574
3009	42006	97550
3010	42016	97526
3011	42028	97508
3012	42039	97487
3013	42048	97462
3014	42059	97442
3015	42070	97419
3016	42082	97402
3017	42091	97376
3018	42101	97353
3019	42111	97331
3020	42122	97308
3021	42132	97287
3022	42144	97268
3023	42157	97252
3024	42170	97235
3025	42179	97210
3026	42191	97192
3027	42201	97168
3028	42211	97145
3029	42220	97121
3030	42232	97102
3031	42243	97083
3032	42252	97057
3033	42262	97033
3034	42276	97020
3035	42288	97002
3036	42298	96977
3037	42307	96954
3038	42320	96937
3039	42331	96917
3040	42342	96896
3041	42351	96871
3042	42363	96853
3043	42376	96835
3044	42385	96812
3045	42396	96791
3046	42405	96765
3047	42416	96744
3048	42426	96722
3049	42440	96708
3050	42458	96705
3051	42471	96687
3052	42484	96672
3053	42494	96650
3054	42505	96629
3055	42515	96606
3056	42537	96609
3057	42548	96590
3058	42562	96575
3059	42577	96565
3060	42590	96548
3061	42602	96530
3062	42615	96515
3063	42629	96501
3064	42641	96482
3065	42656	96470
3066	42667	96450
3067	42683	96440
3068	42697	96426
3069	42707	96405
3070	42720	96389
3071	42731	96369
3072	42741	96345
3073	42754	96329
3074	42766	96311
3075	42780	96297
3076	42792	96279
3077	42802	96256
3078	42814	96237
3079	42825	96217
3080	42838	96201
3081	42851	96185
3082	42862	96166
3083	42876	96151
3084	42890	96137
3085	42901	96117
3086	42912	96098
3087	42960	96161
3088	42987	96175
3089	42999	96158
3090	43013	96142
3091	43027	96129
3092	43037	96107
3093	43050	96091
3094	43063	96076
3095	43077	96062
3096	43092	96049
3097	43105	96033
3098	43124	96031
3099	43137	96015
3100	43149	95997
3101	43160	95977
3102	43174	95962
3103	43188	95950
3104	43200	95930
3105	43210	95909
3106	43222	95890
3107	43234	95873
3108	43246	95855
3109	43255	95830
3110	43277	95834
3111	43291	95819
3112	43304	95804
3113	43319	95793
3114	43333	95777
3115	43345	95760
3116	43363	95754
3117	43374	95736
3118	43390	95725
3119	43404	95711
3120	43418	95697
3121	43430	95680
3122	43442	95663
3123	43454	95645
3124	43470	95635
3125	43481	95615
3126	43495	95601
3127	43510	95588
3128	43525	95578
3129	43536	95557
3130	43549	95542
3131	43561	95524
3132	43572	95502
3133	43583	95482
3134	43596	95466
3135	43608	95450
3136	43620	95431
3137	43630	95409
3138	43639	95384
3139	43651	95365
3140	43663	95347
3141	43673	95325
3142	43686	95309
3143	43721	95340
3144	43736	95329
3145	43746	95308
3146	43762	95297
3147	43775	95281
3148	43786	95262
3149	43799	95246
3150	43813	95233
3151	43825	95214
3152	43838	95198
3153	43850	95180
3154	43863	95164
3155	43874	95145
3156	43887	95129
3157	43898	95108
3158	43911	95093
3159	43959	95152
3160	43978	95150
3161	43993	95137
3162	44006	95121
3163	44017	95103
3164	44027	95080
3165	44038	95059
3166	44049	95040
3167	44063	95026
3168	44075	95007
3169	44087	94990
3170	44101	94975
3171	44111	94954
3172	44121	94932
3173	44131	94910
3174	44143	94890
3175	44152	94866
3176	44166	94852
3177	44188	94856
3178	44199	94837
3179	44217	94830
3180	44228	94811
3181	44238	94788
3182	44251	94774
3183	44262	94752
3184	44272	94731
3185	44284	94712
3186	44297	94697
3187	44308	94676
3188	44319	94656
3189	44329	94633
3190	44340	94614
3191	44352	94597
3192	44364	94578
3193	44375	94559
3194	44388	94541
3195	44397	94519
3196	44477	94645
3197	44512	94675
3198	44526	94662
3199	44536	94640
3200	44549	94623
3201	44561	94606
3202	44571	94584
3203	44581	94562
3204	44593	94544
3205	44604	94523
3206	44614	94501
3207	44624	94478
3208	44667	94527
3209	44680	94510
3210	44693	94494
3211	44705	94477
3212	44716	94457
3213	44725	94433
3214	44733	94407
3215	44747	94392
3216	44758	94372
3217	44770	94354
3218	44781	94335
3219	44818	94369
3220	44835	94360
3221	44849	94348
3222	44860	94328
3223	44871	94308
3224	44883	94289
