iter	Passed	Remaining
493	6927	133307
494	6939	133261
495	6952	133223
496	6963	133147
497	6973	133061
498	6986	133022
499	6996	132926
500	7006	132834
501	7017	132780
502	7030	132748
503	7041	132670
504	7051	132580
505	7061	132497
506	7073	132447
507	7137	133366
508	7160	133512
509	7175	133517
510	7188	133486
511	7203	133484
512	7217	133466
513	7232	133471
514	7265	133809
515	7283	133863
516	7296	133836
517	7308	133776
518	7324	133802
519	7339	133798
520	7353	133781
521	7366	133759
522	7379	133721
523	7390	133657
524	7406	133661
525	7417	133601
526	7428	133536
527	7443	133534
528	7457	133524
529	7498	133979
530	7511	133945
531	7524	133915
532	7535	133840
533	7548	133800
534	7561	133782
535	7575	133760
536	7588	133722
537	7600	133668
538	7613	133630
539	7623	133557
540	7636	133512
541	7647	133457
542	7662	133451
543	7675	133416
544	7684	133322
545	7698	133291
546	7716	133351
547	7727	133283
548	7738	133225
549	7751	133178
550	7763	133135
551	7776	133106
552	7789	133074
553	7799	132985
554	7812	132958
555	7825	132914
556	7835	132842
557	7847	132786
558	7861	132770
559	7871	132697
560	7882	132630
561	7934	133247
562	7948	133240
563	7962	133210
564	7974	133171
565	7986	133111
566	7998	133065
567	8011	133033
568	8023	132990
569	8034	132920
570	8047	132881
571	8060	132849
572	8073	132821
573	8085	132776
574	8096	132716
575	8108	132668
576	8119	132607
577	8132	132572
578	8143	132506
579	8203	133236
580	8223	133316
581	8239	133324
582	8251	133287
583	8266	133287
584	8278	133234
585	8290	133179
586	8301	133119
587	8314	133081
588	8325	133018
589	8335	132951
590	8372	133295
591	8392	133373
592	8406	133359
593	8417	133297
594	8443	133461
595	8456	133435
596	8468	133377
597	8482	133364
598	8493	133293
599	8506	133263
600	8517	133206
601	8528	133134
602	8539	133069
603	8552	133041
604	8563	132976
605	8573	132899
606	8582	132813
607	8594	132768
608	8606	132715
609	8616	132640
610	8629	132609
611	8642	132579
612	8656	132555
613	8667	132494
614	8678	132433
615	8690	132381
616	8699	132304
617	8721	132400
618	8733	132350
619	8746	132319
620	8762	132343
621	8774	132300
622	8787	132261
623	8802	132263
624	8813	132201
625	8823	132128
626	8834	132072
627	8874	132433
628	8886	132396
629	8900	132381
630	8910	132309
631	8924	132285
632	8937	132250
633	8952	132248
634	8965	132216
635	8982	132250
636	8994	132206
637	9005	132143
638	9015	132067
639	9026	132016
640	9071	132445
641	9085	132436
642	9098	132404
643	9110	132352
644	9121	132297
645	9133	132255
646	9146	132216
647	9156	132149
648	9196	132512
649	9213	132534
650	9226	132503
651	9240	132489
652	9253	132448
653	9291	132786
654	9308	132813
655	9321	132775
656	9333	132734
657	9345	132676
658	9354	132599
659	9368	132577
660	9381	132541
661	9391	132473
662	9402	132413
663	9411	132333
664	9424	132294
665	9435	132241
666	9447	132195
667	9458	132140
668	9510	132652
669	9524	132629
670	9538	132614
671	9549	132560
672	9560	132501
673	9573	132463
674	9585	132425
675	9595	132348
676	9606	132291
677	9616	132225
678	9666	132692
679	9683	132724
680	9696	132684
681	9706	132618
682	9718	132576
683	9731	132540
684	9745	132525
685	9757	132479
686	9768	132420
687	9800	132648
688	9811	132584
689	9823	132540
690	9848	132670
691	9860	132638
692	9875	132622
693	9885	132560
694	9896	132502
695	9907	132443
696	9917	132376
697	9929	132331
698	9942	132298
699	9953	132239
700	9964	132177
701	9975	132120
702	9987	132078
703	9999	132033
704	10008	131951
705	10020	131912
706	10032	131866
707	10042	131800
708	10052	131734
709	10063	131673
710	10076	131641
711	10086	131582
712	10098	131541
713	10109	131478
714	10121	131440
715	10132	131380
716	10142	131316
717	10154	131266
718	10166	131225
719	10177	131173
720	10191	131164
721	10203	131121
722	10214	131061
723	10227	131040
724	10238	130988
725	10249	130922
726	10259	130860
727	10269	130799
728	10282	130772
729	10293	130708
730	10303	130653
731	10315	130602
732	10327	130570
733	10338	130509
734	10348	130445
735	10360	130403
736	10374	130387
737	10383	130317
738	10423	130624
739	10436	130591
740	10445	130525
741	10463	130553
742	10480	130570
743	10497	130600
744	10510	130569
745	10524	130552
746	10535	130500
747	10544	130425
748	10557	130392
749	10570	130374
750	10579	130294
751	10593	130273
752	10604	130230
753	10617	130192
754	10626	130120
755	10650	130228
756	10660	130161
757	10671	130115
758	10682	130057
759	10697	130055
760	10713	130068
761	10726	130039
762	10737	129990
763	10748	129941
764	10763	129937
765	10775	129891
766	10785	129828
767	10796	129788
768	10810	129773
769	10822	129725
770	10832	129672
771	10844	129623
772	10856	129591
773	10868	129556
774	10879	129502
775	10891	129468
776	10904	129436
777	10916	129402
778	10927	129348
779	10938	129296
780	10948	129233
781	10960	129196
782	10972	129163
783	10982	129097
784	10992	129040
785	11003	128989
786	11018	128987
787	11028	128928
788	11040	128889
789	11051	128840
790	11080	128996
791	11096	129014
792	11110	128999
793	11122	128955
794	11135	128938
795	11147	128897
796	11163	128903
797	11180	128924
798	11196	128932
799	11212	128942
800	11225	128916
801	11236	128866
802	11251	128864
803	11265	128854
804	11279	128836
805	11293	128820
806	11307	128806
807	11318	128761
808	11330	128724
809	11345	128717
810	11358	128692
811	11368	128639
812	11381	128608
813	11392	128566
814	11404	128530
815	11416	128496
816	11428	128452
817	11439	128402
818	11452	128387
819	11466	128367
820	11480	128349
821	11492	128323
822	11506	128309
823	11519	128280
824	11534	128278
825	11553	128322
826	11570	128334
827	11588	128367
828	11603	128361
829	11615	128330
830	11625	128274
831	11639	128255
832	11654	128255
833	11667	128226
834	11679	128195
835	11698	128234
836	11714	128240
837	11725	128200
838	11739	128182
839	11751	128145
840	11763	128108
841	11774	128067
842	11786	128034
843	11798	127990
844	11809	127951
845	11836	128078
846	11852	128079
847	11865	128059
848	11913	128412
849	11928	128403
850	11943	128402
851	11959	128410
852	11976	128425
853	11994	128454
854	12013	128493
855	12031	128522
856	12052	128584
857	12067	128580
858	12084	128593
859	12105	128656
860	12119	128639
861	12139	128692
862	12157	128714
863	12172	128717
864	12191	128749
865	12211	128795
866	12226	128795
867	12262	129007
868	12280	129041
869	12301	129097
870	12319	129123
871	12339	129168
872	12357	129195
873	12372	129184
874	12412	129445
875	12461	129788
876	12476	129791
877	12495	129818
878	12510	129814
879	12530	129856
880	12548	129886
881	12565	129895
882	12583	129920
883	12599	129933
884	12617	129954
885	12632	129946
886	12651	129983
887	12667	129980
888	12686	130016
889	12702	130026
890	12719	130033
891	12735	130035
892	12753	130059
893	12769	130070
894	12792	130139
895	12811	130170
896	12830	130207
897	12848	130230
898	12871	130301
899	12887	130308
900	12910	130376
901	12934	130459
902	12960	130563
903	12981	130622
904	12999	130637
905	13018	130668
906	13059	130922
907	13093	131105
908	13120	131223
909	13147	131329
910	13165	131348
911	13205	131592
912	13224	131617
913	13245	131672
914	13263	131688
915	13281	131717
916	13294	131680
917	13310	131687
918	13326	131688
919	13344	131706
920	13357	131678
921	13371	131656
922	13386	131645
923	13399	131616
924	13412	131586
925	13427	131577
926	13443	131575
927	13458	131572
928	13469	131523
929	13505	131714
930	13522	131722
931	13534	131684
932	13547	131652
933	13558	131610
934	13576	131629
935	13587	131577
936	13605	131599
937	13619	131573
938	13631	131543
939	13647	131540
940	13666	131563
941	13679	131540
942	13692	131506
943	13705	131481
944	13729	131559
945	13746	131569
946	13757	131516
947	13777	131558
948	13789	131512
949	13798	131447
950	13809	131404
951	13819	131340
952	13829	131283
953	13839	131231
954	13852	131200
955	13864	131160
956	13874	131107
957	13886	131064
958	13896	131009
959	13906	130955
960	13920	130933
961	13933	130903
962	13949	130903
963	13983	131074
964	13996	131048
965	14011	131035
966	14064	131378
967	14083	131411
968	14098	131396
969	14111	131364
970	14124	131341
971	14136	131303
972	14148	131264
973	14160	131221
974	14170	131170
975	14182	131131
976	14193	131081
977	14204	131031
978	14217	131002
979	14228	130956
980	14237	130898
981	14251	130875
982	14311	131282
983	14323	131244
984	14334	131194
985	14347	131165
986	14359	131124
987	14370	131078
988	14380	131023
989	14390	130969
990	14399	130906
991	14413	130884
992	14424	130840
993	14434	130783
994	14444	130723
995	14461	130736
996	14472	130683
997	14481	130623
998	14491	130570
999	14502	130520
1000	14514	130487
1001	14525	130438
1002	14582	130805
1003	14604	130856
1004	14622	130878
1005	14635	130848
1006	14649	130828
1007	14663	130808
1008	14676	130783
1009	14688	130746
1010	14701	130710
1011	14714	130685
1012	14727	130659
1013	14741	130637
1014	14758	130645
1015	14771	130621
1016	14789	130631
1017	14801	130592
1018	14815	130579
1019	14827	130543
1020	14838	130492
1021	14848	130443
1022	14865	130443
1023	14875	130391
1024	14885	130339
1025	14894	130278
1026	14908	130256
1027	14919	130209
1028	14928	130147
1029	14938	130091
1030	14950	130059
1031	14963	130027
1032	14974	129990
1033	14986	129954
1034	14997	129909
1035	15012	129891
1036	15025	129869
1037	15037	129828
1038	15048	129791
1039	15063	129776
1040	15077	129760
1041	15090	129732
1042	15106	129727
1043	15119	129701
1044	15131	129665
1045	15143	129628
1046	15159	129629
1047	15173	129609
1048	15184	129567
1049	15196	129529
1050	15239	129757
1051	15258	129785
1052	15271	129760
1053	15286	129742
1054	15299	129722
1055	15312	129694
1056	15326	129677
1057	15345	129699
1058	15358	129670
1059	15370	129633
1060	15381	129592
1061	15393	129556
1062	15406	129530
1063	15419	129496
1064	15427	129434
1065	15441	129414
1066	15454	129386
1067	15464	129333
1068	15477	129307
1069	15490	129277
1070	15500	129225
1071	15511	129184
1072	15546	129343
1073	15560	129325
1074	15574	129306
1075	15585	129265
1076	15598	129237
1077	15612	129214
1078	15624	129182
1079	15638	129164
1080	15659	129203
1081	15676	129210
1082	15700	129269
1083	15715	129259
1084	15729	129242
1085	15782	129540
1086	15799	129548
1087	15814	129539
1088	15827	129510
1089	15844	129519
1090	15855	129476
1091	15868	129443
1092	15891	129501
1093	15906	129488
1094	15924	129503
1095	15942	129516
1096	15956	129501
1097	15969	129469
1098	15980	129431
1099	15993	129405
1100	16007	129381
1101	16017	129332
1102	16054	129494
1103	16070	129498
1104	16083	129467
1105	16096	129443
1106	16109	129411
1107	16119	129367
1108	16132	129335
1109	16145	129309
1110	16157	129271
1111	16168	129227
1112	16177	129173
1113	16189	129137
1114	16200	129095
1115	16210	129047
1116	16220	128995
1117	16236	128991
1118	16260	129053
1119	16275	129044
1120	16289	129019
1121	16299	128976
1122	16311	128936
1123	16322	128898
1124	16332	128845
1125	16380	129095
1126	16405	129158
1127	16419	129139
1128	16433	129122
1129	16445	129089
1130	16457	129056
1131	16469	129016
1132	16483	129000
1133	16506	129050
1134	16517	129013
1135	16537	129042
1136	16547	128991
1137	16559	128953
1138	16572	128925
1139	16600	129015
1140	16609	128964
1141	16621	128922
1142	16690	129333
1143	16717	129414
1144	16738	129448
1145	16754	129448
1146	16766	129410
1147	16778	129379
1148	16792	129358
1149	16806	129333
1150	16818	129302
1151	16830	129269
1152	16840	129215
1153	16864	129277
1154	16877	129250
1155	16889	129213
1156	16899	129167
1157	16909	129115
1158	16922	129083
1159	16934	129050
1160	16944	129004
1161	16955	128962
1162	16966	128921
1163	16978	128881
1164	16991	128854
1165	17005	128836
1166	17017	128807
1167	17030	128777
1168	17039	128724
1169	17051	128688
1170	17067	128681
1171	17083	128681
1172	17099	128673
1173	17112	128646
1174	17127	128635
1175	17142	128628
1176	17156	128611
1177	17169	128579
1178	17200	128692
1179	17216	128684
1180	17231	128671
1181	17252	128707
1182	17265	128679
1183	17276	128642
1184	17290	128619
1185	17300	128573
1186	17313	128546
1187	17324	128506
1188	17334	128454
1189	17345	128411
1190	17355	128369
1191	17366	128324
1192	17378	128294
1193	17388	128244
1194	17400	128210
1195	17410	128164
1196	17423	128134
1197	17436	128108
1198	17446	128063
1199	17457	128018
1200	17468	127982
1201	17478	127936
1202	17490	127896
1203	17502	127864
1204	17513	127829
1205	17529	127822
1206	17538	127769
1207	17548	127720
1208	17560	127691
1209	17573	127659
1210	17584	127620
1211	17596	127586
1212	17607	127550
1213	17622	127540
1214	17634	127507
1215	17645	127467
1216	17656	127424
1217	17669	127396
1218	17724	127674
1219	17739	127665
1220	17753	127648
1221	17768	127637
1222	17778	127592
1223	17790	127554
1224	17802	127526
1225	17812	127476
1226	17825	127450
1227	17836	127408
1228	17846	127362
1229	17855	127310
1230	17867	127279
1231	17877	127233
1232	17888	127189
1233	17898	127147
1234	17909	127103
1235	17921	127077
1236	17931	127030
1237	17941	126982
1238	17952	126945
1239	17963	126906
1240	17975	126867
1241	17984	126820
1242	17997	126791
1243	18009	126760
1244	18019	126714
1245	18029	126667
1246	18039	126622
1247	18050	126585
1248	18060	126542
1249	18074	126523
1250	18084	126476
1251	18097	126449
1252	18107	126406
1253	18119	126377
1254	18130	126332
1255	18139	126283
1256	18151	126248
1257	18162	126216
1258	18174	126181
1259	18184	126137
1260	18195	126099
1261	18225	126195
1262	18236	126152
1263	18247	126115
1264	18260	126092
1265	18271	126050
1266	18286	126044
1267	18298	126014
1268	18311	125987
1269	18322	125948
1270	18331	125896
1271	18342	125857
1272	18352	125814
1273	18364	125786
1274	18374	125741
1275	18384	125696
1276	18394	125649
1277	18413	125670
1278	18423	125620
1279	18432	125572
1280	18441	125523
1281	18459	125531
1282	18469	125485
1283	18479	125440
1284	18488	125394
1285	18499	125356
1286	18513	125336
1287	18525	125307
1288	18534	125257
1289	18545	125216
1290	18557	125185
1291	18570	125164
1292	18579	125114
1293	18589	125070
1294	18603	125054
1295	18615	125020
1296	18626	124982
1297	18637	124951
1298	18651	124932
1299	18664	124907
1300	18674	124867
1301	18686	124838
1302	18700	124816
1303	18715	124811
1304	18727	124780
1305	18740	124753
1306	18750	124713
1307	18762	124680
1308	18772	124641
1309	18782	124598
1310	18794	124566
1311	18806	124535
1312	18817	124498
1313	18828	124461
1314	18840	124431
1315	18852	124405
1316	18862	124361
1317	18873	124324
1318	18882	124277
1319	18894	124243
1320	18911	124250
1321	18926	124239
1322	18939	124216
1323	18953	124198
1324	18965	124173
1325	18979	124156
1326	18993	124140
1327	19006	124117
1328	19019	124092
1329	19031	124064
1330	19046	124055
1331	19057	124019
1332	19071	123999
1333	19084	123975
1334	19096	123949
1335	19109	123925
1336	19122	123900
1337	19132	123862
1338	19173	124019
1339	19188	124008
1340	19204	124006
1341	19215	123967
1342	19229	123955
1343	19243	123938
1344	19254	123903
1345	19267	123876
1346	19277	123839
1347	19291	123819
1348	19328	123948
1349	19345	123956
1350	19391	124141
1351	19408	124143
1352	19422	124128
1353	19437	124121
1354	19450	124098
1355	19464	124080
1356	19477	124056
1357	19493	124052
1358	19506	124026
1359	19519	124008
1360	19533	123989
1361	19547	123972
1362	19560	123948
1363	19577	123953
1364	19591	123935
1365	19627	124055
1366	19642	124051
1367	19655	124027
1368	19666	123987
1369	19680	123970
1370	19692	123940
1371	19703	123909
1372	19718	123899
1373	19733	123889
1374	19745	123857
1375	19756	123824
1376	19770	123807
1377	19783	123783
1378	19795	123755
1379	19809	123737
1380	19823	123721
1381	19839	123717
1382	19853	123702
1383	19865	123672
1384	19878	123645
1385	19890	123621
1386	19904	123602
1387	19920	123597
1388	19934	123585
1389	19949	123574
1390	19960	123538
1391	19973	123511
1392	19985	123485
1393	19997	123458
1394	20009	123428
1395	20020	123394
1396	20034	123374
1397	20044	123335
1398	20055	123303
1399	20064	123254
1400	20077	123230
1401	20090	123205
1402	20101	123174
1403	20112	123136
1404	20124	123111
1405	20137	123087
1406	20148	123051
1407	20158	123015
1408	20170	122983
1409	20184	122965
1410	20194	122928
1411	20205	122895
1412	20215	122851
1413	20247	122944
1414	20259	122919
1415	20271	122889
1416	20284	122865
1417	20295	122833
1418	20307	122803
1419	20318	122771
1420	20334	122764
1421	20346	122735
1422	20357	122702
1423	20369	122675
1424	20380	122639
1425	20392	122613
1426	20404	122582
1427	20414	122541
1428	20440	122600
1429	20457	122599
1430	20470	122578
1431	20484	122563
1432	20493	122518
1433	20504	122482
1434	20515	122449
1435	20527	122419
1436	20539	122395
1437	20550	122360
1438	20563	122337
1439	20575	122310
1440	20587	122281
1441	20597	122243
1442	20609	122215
1443	20622	122193
1444	20635	122171
1445	20646	122135
1446	20678	122230
1447	20694	122221
1448	20725	122310
1449	20737	122280
1450	20748	122248
1451	20770	122275
1452	20783	122255
1453	20794	122221
1454	20804	122183
1455	20816	122153
1456	20829	122129
1457	20839	122091
1458	20852	122070
1459	20870	122076
1460	20882	122053
1461	20897	122041
1462	20913	122035
1463	20930	122038
1464	20946	122033
1465	20966	122050
1466	20981	122040
1467	20994	122019
1468	21006	121989
1469	21020	121977
1470	21033	121954
1471	21046	121931
1472	21060	121916
1473	21072	121888
1474	21083	121856
1475	21096	121831
1476	21105	121791
1477	21118	121768
1478	21131	121744
1479	21141	121705
1480	21152	121670
1481	21163	121640
1482	21175	121610
1483	21187	121584
1484	21198	121549
1485	21210	121522
1486	21221	121494
1487	21232	121456
1488	21241	121416
1489	21253	121389
1490	21265	121360
1491	21279	121342
1492	21289	121306
1493	21300	121275
1494	21314	121257
1495	21325	121223
1496	21335	121187
1497	21346	121151
1498	21356	121116
1499	21368	121085
1500	21378	121047
1501	21387	121006
1502	21397	120966
1503	21410	120944
1504	21421	120914
1505	21432	120879
1506	21441	120836
1507	21452	120804
1508	21464	120776
1509	21474	120743
1510	21488	120727
1511	21503	120716
1512	21519	120708
1513	21533	120695
1514	21546	120673
1515	21559	120655
1516	21571	120628
1517	21582	120593
1518	21624	120734
1519	21642	120745
1520	21657	120730
1521	21671	120717
1522	21683	120690
1523	21696	120668
1524	21709	120650
1525	21720	120618
1526	21731	120584
1527	21742	120551
1528	21753	120520
1529	21765	120494
1530	21776	120462
1531	21786	120422
1532	21809	120459
1533	21822	120436
1534	21832	120399
1535	21844	120369
1536	21856	120343
1537	21867	120315
1538	21878	120280
1539	21889	120249
1540	21902	120230
1541	21915	120210
1542	21927	120180
1543	21938	120149
1544	21950	120124
1545	21964	120107
1546	21976	120083
1547	21986	120046
1548	21999	120024
1549	22012	120005
1550	22024	119979
1551	22035	119946
1552	22049	119929
1553	22062	119910
1554	22086	119950
1555	22098	119920
1556	22110	119895
1557	22120	119857
1558	22131	119825
1559	22142	119795
1560	22155	119773
1561	22166	119743
1562	22179	119722
1563	22190	119691
1564	22203	119671
1565	22214	119640
1566	22225	119606
1567	22237	119584
1568	22248	119551
1569	22275	119606
1570	22286	119577
1571	22300	119559
1572	22314	119543
1573	22326	119518
1574	22337	119488
1575	22351	119472
1576	22362	119439
1577	22376	119425
1578	22388	119402
1579	22402	119384
1580	22415	119366
1581	22428	119344
1582	22440	119319
1583	22454	119302
1584	22466	119275
1585	22478	119250
1586	22488	119214
1587	22500	119189
1588	22509	119148
1589	22520	119120
1590	22531	119088
1591	22547	119084
1592	22559	119058
1593	22569	119021
1594	22587	119024
1595	22599	118999
1596	22612	118980
1597	22625	118962
1598	22638	118939
1599	22651	118918
1600	22700	119090
1601	22717	119092
1602	22730	119070
1603	22744	119056
1604	22756	119029
1605	22767	118996
1606	22779	118971
1607	22789	118933
1608	22801	118910
1609	22811	118876
1610	22821	118836
1611	22832	118809
1612	22844	118781
1613	22857	118760
1614	22868	118730
1615	22882	118716
1616	22893	118689
1617	22907	118673
1618	22922	118663
1619	22936	118646
1620	22951	118635
1621	22964	118614
1622	23006	118748
1623	23026	118763
1624	23042	118757
1625	23055	118738
1626	23068	118716
1627	23080	118691
1628	23093	118670
1629	23107	118658
1630	23119	118632
1631	23135	118623
1632	23148	118604
1633	23162	118591
1634	23176	118576
1635	23190	118561
1636	23205	118549
1637	23220	118541
1638	23236	118535
1639	23253	118535
1640	23269	118532
1641	23287	118537
1642	23313	118583
1643	23330	118581
1644	23348	118589
1645	23368	118600
1646	23389	118621
1647	23405	118618
1648	23422	118616
1649	23439	118619
1650	23457	118620
1651	23474	118621
1652	23493	118632
1653	23533	118746
1654	23564	118818
1655	23581	118820
1656	23595	118802
1657	23612	118802
1658	23630	118807
1659	23645	118798
1660	23663	118801
1661	23678	118790
1662	23692	118775
1663	23707	118767
1664	23723	118761
1665	23743	118776
1666	23763	118789
1667	23782	118796
1668	23799	118795
1669	23816	118796
1670	23833	118796
