iter	MAE
254	2.216024167
255	2.214709603
256	2.213662314
257	2.211582041
258	2.209430016
259	2.208379835
260	2.207599233
261	2.207165961
262	2.206408115
263	2.205138658
264	2.204699489
265	2.199771577
266	2.198934993
267	2.197839099
268	2.19704728
269	2.195799614
270	2.194802246
271	2.193367814
272	2.192702094
273	2.191730569
274	2.190598715
275	2.189914057
276	2.189190539
277	2.186960012
278	2.186666209
279	2.185454716
280	2.18487696
281	2.182721435
282	2.179130196
283	2.178757857
284	2.177032633
285	2.175076485
286	2.172915001
287	2.16968
288	2.165863362
289	2.163899397
290	2.163417964
291	2.16241438
292	2.1621149
293	2.161703633
294	2.158990485
295	2.157392364
296	2.152688649
297	2.151607949
298	2.151352899
299	2.14921496
300	2.147718351
301	2.145743891
302	2.144461928
303	2.143806217
304	2.140240602
305	2.137762467
306	2.136912229
307	2.135418965
308	2.134737019
309	2.13284687
310	2.132397643
311	2.128618903
312	2.126349165
313	2.126003234
314	2.125228424
315	2.124811299
316	2.124489762
317	2.124009263
318	2.122537896
319	2.121617297
320	2.11960663
321	2.119144588
322	2.118723185
323	2.117781047
324	2.116774859
325	2.115627473
326	2.114131202
327	2.113219676
328	2.110868827
329	2.110110211
330	2.109009687
331	2.107185465
332	2.106821027
333	2.10618814
334	2.102927681
335	2.102680952
336	2.101344287
337	2.099763409
338	2.099446676
339	2.095502023
340	2.09466005
341	2.092774429
342	2.091610545
343	2.091373697
344	2.090162853
345	2.089784291
346	2.089078221
347	2.088659427
348	2.08633681
349	2.085897058
350	2.083872263
351	2.082645976
352	2.080330858
353	2.079613164
354	2.078566307
355	2.077575051
356	2.075929509
357	2.074247646
358	2.073477292
359	2.071412647
360	2.070765178
361	2.070224929
362	2.069174468
363	2.068066652
364	2.066985561
365	2.066694879
366	2.065818512
367	2.065110157
368	2.064732337
369	2.061983642
370	2.059577611
371	2.056233781
372	2.054751492
373	2.054463035
374	2.051742686
375	2.050462974
376	2.04915237
377	2.047715762
378	2.047147879
379	2.045190769
380	2.044441348
381	2.04336956
382	2.042964329
383	2.042203137
384	2.041886695
385	2.039762685
386	2.038647817
387	2.036673969
388	2.034620826
389	2.034075129
390	2.032163912
391	2.03069118
392	2.029715398
393	2.029358323
394	2.028870185
395	2.028554345
396	2.027868247
397	2.027443641
398	2.026941683
399	2.026712665
400	2.025946247
401	2.025111518
402	2.024860968
403	2.024676186
404	2.024239797
405	2.021961245
406	2.021725801
407	2.020870071
408	2.019056244
409	2.018712115
410	2.017791621
411	2.016557145
412	2.016221232
413	2.014812391
414	2.013366508
415	2.012168251
416	2.010915474
417	2.009013598
418	2.007275868
419	2.00694234
420	2.006645483
421	2.002002809
422	1.999749649
423	1.999333902
424	1.998963966
425	1.998516801
426	1.998255191
427	1.997331708
428	1.996679433
429	1.996376776
430	1.995520768
431	1.995055872
432	1.994206282
433	1.992573438
434	1.992410649
435	1.989793013
436	1.989465792
437	1.989200422
438	1.988455811
439	1.987941009
440	1.985716627
441	1.984094775
442	1.982007273
443	1.98120032
444	1.980162287
445	1.97869839
446	1.978038242
447	1.976843209
448	1.97578533
449	1.975512033
450	1.973939327
451	1.973072595
452	1.972658164
453	1.972217672
454	1.969096266
455	1.968094111
456	1.967887334
457	1.967473174
458	1.967225561
459	1.965668207
460	1.965535673
461	1.965078796
462	1.963336368
463	1.960354884
464	1.959972248
465	1.958233606
466	1.957960177
467	1.956553357
468	1.955312246
469	1.954311589
470	1.952225343
471	1.950685804
472	1.947943639
473	1.946962772
474	1.946844804
475	1.946095304
476	1.945918419
477	1.945632702
478	1.945227451
479	1.944593641
480	1.942280121
481	1.94197329
482	1.941307272
483	1.939421712
484	1.936999081
485	1.934747908
486	1.934308409
487	1.93340902
488	1.932436443
489	1.930936439
490	1.930648059
491	1.929440856
492	1.92891996
493	1.928742646
494	1.927125009
495	1.926774212
496	1.926332171
497	1.926002525
498	1.923797162
499	1.923480431
500	1.922705988
501	1.921990834
502	1.921383786
503	1.920857373
504	1.920449015
505	1.919844989
506	1.919626225
507	1.91939231
508	1.919181057
509	1.918719776
510	1.916852707
511	1.915218172
512	1.914685338
513	1.913660515
514	1.913422526
515	1.912653449
516	1.912445211
517	1.910569772
518	1.910020904
519	1.907805131
520	1.906759032
521	1.90522733
522	1.904544647
523	1.904375605
524	1.901545906
525	1.901272851
526	1.901095043
527	1.900419844
528	1.899491463
529	1.897746115
530	1.897061064
531	1.895810874
532	1.895533857
533	1.895272346
534	1.894889433
535	1.894499559
536	1.89281991
537	1.892707778
538	1.892592965
539	1.892297843
540	1.892160853
541	1.891988391
542	1.890674972
543	1.889031162
544	1.888685198
545	1.8884186
546	1.887606778
547	1.887393433
548	1.887162658
549	1.886970226
550	1.886131685
551	1.883797774
552	1.880860527
553	1.880299291
554	1.878621141
555	1.878022807
556	1.877495926
557	1.877245985
558	1.875767685
559	1.875635301
560	1.875391994
561	1.873794125
562	1.873472552
563	1.873332525
564	1.872837403
565	1.872619916
566	1.871062195
567	1.869659703
568	1.868822223
569	1.868203424
570	1.866770632
571	1.863499457
572	1.862717598
573	1.861400968
574	1.859692997
575	1.859576385
576	1.859378576
577	1.857778789
578	1.857137294
579	1.856828075
580	1.856683326
581	1.855475667
582	1.855015447
583	1.853334394
584	1.852846988
585	1.852496609
586	1.852320107
587	1.850729422
588	1.850598264
589	1.85039001
590	1.850154961
591	1.850018522
592	1.849268651
593	1.848986733
594	1.848440532
595	1.846299773
596	1.845959186
597	1.845876883
598	1.844930591
599	1.844711176
600	1.843867826
601	1.841990938
602	1.841543506
603	1.840314077
604	1.840200692
605	1.838949938
606	1.83890776
607	1.838680194
608	1.837164782
609	1.836220742
610	1.834701066
611	1.834647807
612	1.831493944
613	1.829101132
614	1.828113105
615	1.82787475
616	1.827684873
617	1.827573022
618	1.827299545
619	1.827124058
620	1.827023875
621	1.826800136
622	1.826552534
623	1.826041198
624	1.825799179
625	1.825614086
626	1.825440955
627	1.825263098
628	1.824642862
629	1.823832592
630	1.823626851
631	1.82124253
632	1.821087578
633	1.820779128
634	1.820362048
635	1.818697227
636	1.817574401
637	1.817423045
638	1.817280212
639	1.816657118
640	1.816087443
641	1.815252449
642	1.815138757
643	1.813705725
644	1.812871557
645	1.812751749
646	1.812557919
647	1.810715181
648	1.810468952
649	1.809155361
650	1.808733704
651	1.808094914
652	1.806828583
653	1.806600819
654	1.805506709
655	1.804907167
656	1.8047523
657	1.804655428
658	1.804332354
659	1.802230488
660	1.80086183
661	1.799586295
662	1.798828945
663	1.798682912
664	1.796183662
665	1.796058707
666	1.795877056
667	1.79310541
668	1.792256353
669	1.790163078
670	1.789698937
671	1.788425105
672	1.787627012
673	1.78622292
674	1.786027955
675	1.785946432
676	1.785664468
677	1.78514215
678	1.783242535
679	1.782017416
680	1.781577268
681	1.781464111
682	1.780453861
683	1.779993033
684	1.778176794
685	1.777981608
686	1.777548335
687	1.77749943
688	1.776683429
689	1.776182591
690	1.774768212
691	1.774160644
692	1.773591392
693	1.77325782
694	1.773147607
695	1.771576686
696	1.771505223
697	1.770432976
698	1.769945572
699	1.769807945
700	1.76940726
701	1.768956304
702	1.768708233
703	1.767680703
704	1.766773005
705	1.766316187
706	1.766205779
707	1.766071136
708	1.765524282
709	1.764957567
710	1.764572242
711	1.764109097
712	1.763758965
713	1.762942471
714	1.762594828
715	1.762239213
716	1.761739862
717	1.761619062
718	1.760904015
719	1.758694206
720	1.758274433
721	1.75778507
722	1.757330336
723	1.755800334
724	1.755650217
725	1.754759226
726	1.753767441
727	1.753702893
728	1.752944819
729	1.752780121
730	1.751220029
731	1.750142128
732	1.749892605
733	1.7497845
734	1.749329479
735	1.747801641
736	1.747513945
737	1.747470702
738	1.745832739
739	1.744538527
740	1.744444958
741	1.743701636
742	1.743548014
743	1.743080495
744	1.742089067
745	1.741907602
746	1.741777293
747	1.74156515
748	1.741085478
749	1.739882579
750	1.739720192
751	1.738835235
752	1.738233177
753	1.738070485
754	1.737781168
755	1.7364437
756	1.736252877
757	1.736006944
758	1.735736094
759	1.735598842
760	1.73508396
761	1.734777971
762	1.734498161
763	1.734057136
764	1.733740566
765	1.73348891
766	1.732718379
767	1.732536388
768	1.731900378
769	1.731797204
770	1.731693078
771	1.731619922
772	1.731488054
773	1.731196271
774	1.731140032
775	1.731010317
776	1.730297424
777	1.729820063
778	1.7295072
779	1.729434966
780	1.727686853
781	1.727313824
782	1.727054356
783	1.726927761
784	1.726346451
785	1.725935346
786	1.725727213
787	1.725605452
788	1.725283286
789	1.72500315
790	1.724624662
791	1.723793558
792	1.723647885
793	1.723467867
794	1.723340992
795	1.723269749
796	1.723050925
797	1.72222551
798	1.720979454
799	1.720747051
800	1.720463504
801	1.720344268
802	1.719395324
803	1.717475851
804	1.716264675
805	1.716084003
806	1.715916149
807	1.715104553
808	1.714367529
809	1.713576744
810	1.712845251
811	1.712466707
812	1.711594355
813	1.711492479
814	1.711313556
815	1.710940364
816	1.710816088
817	1.71042547
818	1.709647651
819	1.709498063
820	1.709087684
821	1.708859292
822	1.707505118
823	1.706792084
824	1.706577723
825	1.705952976
826	1.705488752
827	1.705390982
828	1.705206086
829	1.704306164
830	1.70417666
831	1.703430362
832	1.702855931
833	1.702588166
834	1.702149214
835	1.701610221
836	1.700238054
837	1.70011382
838	1.699370879
839	1.699133237
840	1.699039
841	1.698597921
842	1.698506846
843	1.698448038
844	1.698161641
845	1.697294254
846	1.695646701
847	1.695482523
848	1.695161907
849	1.694952718
850	1.694834942
851	1.694194192
852	1.693472572
853	1.69308873
854	1.69288695
855	1.69221613
856	1.690771505
857	1.690611032
858	1.690057042
859	1.688931039
860	1.688895652
861	1.688696836
862	1.688623042
863	1.688441824
864	1.688172151
865	1.687340065
866	1.686559511
867	1.686152286
868	1.686039703
869	1.685306626
870	1.685099978
871	1.684607791
872	1.683623738
873	1.683492934
874	1.682601985
875	1.682496612
876	1.682146314
877	1.681866569
878	1.680653214
879	1.680392272
880	1.680214542
881	1.679515659
882	1.679310622
883	1.678966639
884	1.677648728
885	1.677549649
886	1.677497299
887	1.677380589
888	1.677184864
889	1.676758332
890	1.676390918
891	1.676346356
892	1.67540933
893	1.675108305
894	1.674262874
895	1.673514751
896	1.67293973
897	1.672598609
898	1.67240232
899	1.672374894
900	1.669699306
901	1.669593276
902	1.669443433
903	1.669340798
904	1.668530817
905	1.668382781
906	1.667414275
907	1.666483873
908	1.665998835
909	1.665924578
910	1.665716294
911	1.663560502
912	1.663121839
913	1.663077126
914	1.662762549
915	1.662632598
916	1.662606964
917	1.662414931
918	1.662131335
919	1.662075936
920	1.662048534
921	1.661914691
922	1.661831332
923	1.661741344
924	1.661338912
925	1.660925426
926	1.660677066
927	1.660374352
928	1.660071517
929	1.659677337
930	1.659560867
931	1.659418179
932	1.659297126
933	1.659133374
934	1.659039761
935	1.658988217
936	1.658293932
937	1.658260946
938	1.658195831
939	1.65788795
940	1.656801986
941	1.656756712
942	1.65599017
943	1.655488986
944	1.655464805
945	1.655390645
946	1.655370302
947	1.655023473
948	1.654577514
949	1.654492906
950	1.654475889
951	1.654443333
952	1.654312507
953	1.653381649
954	1.652537334
955	1.652365494
956	1.652347139
957	1.652156975
958	1.652011169
959	1.65185672
960	1.651800561
961	1.651709438
962	1.651647005
963	1.651318024
964	1.651308716
965	1.651118871
966	1.651071434
967	1.650808899
968	1.650491516
969	1.649856838
970	1.64980926
971	1.648727286
972	1.648488263
973	1.648289233
974	1.648254399
975	1.647826292
976	1.647653661
977	1.647031865
978	1.646759493
979	1.646551522
980	1.646410347
981	1.645819272
982	1.645014908
983	1.644922077
984	1.644887841
985	1.64442682
986	1.644365243
987	1.644354093
988	1.644307006
989	1.644133256
990	1.643987033
991	1.643428749
992	1.64327736
993	1.64326417
994	1.643128049
995	1.643014302
996	1.642729168
997	1.642652313
998	1.642285801
999	1.642037973
1000	1.641559728
1001	1.641151248
1002	1.641043164
1003	1.640950636
1004	1.639990866
1005	1.639824584
1006	1.639244072
1007	1.639086668
1008	1.639061444
1009	1.638975609
1010	1.638106019
1011	1.63790096
1012	1.637816913
1013	1.637506159
1014	1.637461352
1015	1.637367461
1016	1.637256888
1017	1.637191143
1018	1.636269404
1019	1.636134348
1020	1.636082397
1021	1.635482581
1022	1.635018456
1023	1.63486028
1024	1.634572591
1025	1.634556447
1026	1.634452217
1027	1.634071785
1028	1.634065492
1029	1.633746983
1030	1.633536095
1031	1.633410917
1032	1.632998209
1033	1.632977816
1034	1.632180194
1035	1.631478028
1036	1.631418663
1037	1.631267192
1038	1.631222269
1039	1.631029498
1040	1.630954834
1041	1.630527804
1042	1.628927335
1043	1.628351107
1044	1.628280171
1045	1.628008377
1046	1.627880287
1047	1.627025745
1048	1.626370337
1049	1.62584469
1050	1.625811298
1051	1.625494006
1052	1.625414907
1053	1.625305335
1054	1.624974909
1055	1.624008357
1056	1.623726597
1057	1.623657328
1058	1.62353483
1059	1.623496288
1060	1.623368085
1061	1.62280661
1062	1.622677881
1063	1.622505255
1064	1.622497435
1065	1.621915234
1066	1.621782632
1067	1.621745714
1068	1.621631565
1069	1.620977261
1070	1.620972328
1071	1.620892358
1072	1.620781818
1073	1.620645514
1074	1.620179519
1075	1.620174807
1076	1.62012701
1077	1.620012693
1078	1.618785582
1079	1.618607446
1080	1.61726667
1081	1.617161632
1082	1.61700507
1083	1.616993307
1084	1.616970139
1085	1.616910543
1086	1.616539286
1087	1.61639675
1088	1.616188098
1089	1.615607938
1090	1.61542239
1091	1.615177122
1092	1.615001784
1093	1.614978197
1094	1.614861197
1095	1.614341217
1096	1.613868018
1097	1.613755976
1098	1.613742323
1099	1.613534319
1100	1.613243693
1101	1.612968918
1102	1.612715701
1103	1.612651746
1104	1.612648879
1105	1.612473987
1106	1.61236532
1107	1.612167442
1108	1.611665059
1109	1.611434357
1110	1.611151497
1111	1.611088478
1112	1.610963973
1113	1.610891665
1114	1.61082209
1115	1.610731695
1116	1.610722683
1117	1.610676825
1118	1.610582164
1119	1.610470702
1120	1.610185992
1121	1.609898555
1122	1.609784774
1123	1.609588469
1124	1.609566446
1125	1.608495039
1126	1.607652429
1127	1.607501152
1128	1.607456158
1129	1.607424176
1130	1.606975391
1131	1.606884911
1132	1.606803927
1133	1.606726366
1134	1.606226328
1135	1.605613585
1136	1.605600351
1137	1.605504004
1138	1.605463471
1139	1.605392584
1140	1.605381384
1141	1.60467047
1142	1.604584702
1143	1.604174834
1144	1.604000986
1145	1.603370337
1146	1.603302683
1147	1.603095312
1148	1.602846217
1149	1.602638558
1150	1.602374497
1151	1.602306434
1152	1.602299444
1153	1.602264692
1154	1.601992768
1155	1.601694195
1156	1.601649052
1157	1.601472012
1158	1.601216609
1159	1.601149519
1160	1.601021081
1161	1.600851633
1162	1.600799836
1163	1.600639959
1164	1.600638293
1165	1.600578176
1166	1.600501844
1167	1.60029809
1168	1.600281728
1169	1.600159648
1170	1.599744888
1171	1.599742153
1172	1.599635129
1173	1.599523321
1174	1.598939705
1175	1.598570294
1176	1.598147488
1177	1.597791055
1178	1.597413263
1179	1.596848251
1180	1.596332249
1181	1.596307885
1182	1.596216624
1183	1.596210107
1184	1.596104883
1185	1.596049297
1186	1.595266119
1187	1.594614129
1188	1.594574769
1189	1.594328297
1190	1.594081523
1191	1.593970505
1192	1.593939516
1193	1.593851156
1194	1.593600436
1195	1.593532982
1196	1.59343066
1197	1.593336024
1198	1.593239318
1199	1.593177349
1200	1.592829493
1201	1.59274924
1202	1.592661655
1203	1.592539123
1204	1.592266936
1205	1.592069167
1206	1.592019157
1207	1.591894235
1208	1.591499866
1209	1.591436493
1210	1.591406231
1211	1.591332839
1212	1.590711763
1213	1.590590033
1214	1.590450124
1215	1.590359687
1216	1.589587764
1217	1.589352716
1218	1.589191051
1219	1.589063602
1220	1.588948207
1221	1.588497961
1222	1.588340209
1223	1.587886606
1224	1.587767159
1225	1.587637316
1226	1.587146025
1227	1.587036283
1228	1.586927773
1229	1.586860152
1230	1.58677733
1231	1.58672097
1232	1.586447704
1233	1.586402143
1234	1.586279686
1235	1.586218808
1236	1.586115127
1237	1.585730131
1238	1.585034673
1239	1.584906271
1240	1.584743685
1241	1.584682527
1242	1.58447883
1243	1.584204692
1244	1.58412052
1245	1.584092993
1246	1.583108794
1247	1.583073148
1248	1.582436963
1249	1.582374139
1250	1.581795345
1251	1.581476285
1252	1.581423007
1253	1.581030533
1254	1.581014683
1255	1.580910517
1256	1.58068102
1257	1.580621801
1258	1.580094018
1259	1.578687785
1260	1.578449022
1261	1.578404822
1262	1.578235643
1263	1.578194914
1264	1.577829711
1265	1.577745971
1266	1.577582487
1267	1.577262293
1268	1.577206517
1269	1.576921714
1270	1.576839269
1271	1.576787376
1272	1.57666703
1273	1.576456685
1274	1.576347835
1275	1.576197142
1276	1.575905224
1277	1.575634845
1278	1.575561616
1279	1.575541696
1280	1.575405138
1281	1.575260711
1282	1.575135019
1283	1.575089377
1284	1.575041855
1285	1.574996693
1286	1.574948191
1287	1.574715448
1288	1.574628249
1289	1.574553877
1290	1.57453378
1291	1.573182743
1292	1.57315187
1293	1.573075862
1294	1.572995932
1295	1.572902675
1296	1.572777804
1297	1.572654719
1298	1.572572106
1299	1.572390199
1300	1.572315563
1301	1.572093195
1302	1.572044269
1303	1.571928495
1304	1.571689187
1305	1.571118468
1306	1.571109582
1307	1.570962044
1308	1.570646616
1309	1.57059715
1310	1.570452821
1311	1.570387076
1312	1.57026849
1313	1.570227945
1314	1.569847317
1315	1.569823215
1316	1.569821802
1317	1.569678303
1318	1.569662287
1319	1.569377288
1320	1.568968434
1321	1.568634514
1322	1.568532147
1323	1.568426361
1324	1.568265802
1325	1.567729454
1326	1.567593934
1327	1.567497751
1328	1.567462476
1329	1.567432641
1330	1.566982032
1331	1.566423913
1332	1.566233925
1333	1.565721598
1334	1.565486222
1335	1.565428476
1336	1.56522276
1337	1.564863834
1338	1.564839259
1339	1.56399206
1340	1.563899957
1341	1.563682067
1342	1.563158854
1343	1.563059298
1344	1.562933142
1345	1.562854117
1346	1.562782284
1347	1.562351648
1348	1.562333911
1349	1.56183249
1350	1.561536063
1351	1.560952036
1352	1.560367861
1353	1.56021453
1354	1.560085627
1355	1.559660626
1356	1.559626614
1357	1.559559201
1358	1.559409254
1359	1.559051795
1360	1.55867626
1361	1.558417621
1362	1.558306633
1363	1.558266689
1364	1.558241096
1365	1.55811601
1366	1.557876024
1367	1.557768082
1368	1.55772758
1369	1.557719549
1370	1.557693358
1371	1.557676106
1372	1.557594726
1373	1.5570478
1374	1.557017798
1375	1.556981443
1376	1.556534803
1377	1.556451221
1378	1.556439118
1379	1.556269132
1380	1.556206425
1381	1.556134206
1382	1.555886759
1383	1.555539648
1384	1.555452765
1385	1.555426327
1386	1.555390933
1387	1.555372586
1388	1.555006052
1389	1.554867627
1390	1.554850477
1391	1.554657258
1392	1.554594195
1393	1.5541252
1394	1.553908779
1395	1.553640247
1396	1.553593847
1397	1.553584559
1398	1.553544561
1399	1.553535851
1400	1.553316594
1401	1.553018327
1402	1.55288904
1403	1.552851907
1404	1.55257675
1405	1.552212079
1406	1.55217884
1407	1.552083877
1408	1.552023637
1409	1.550628844
1410	1.550553776
1411	1.550217564
1412	1.550163081
1413	1.550087518
1414	1.549968575
1415	1.549962105
1416	1.549931573
1417	1.549910633
1418	1.549905507
1419	1.549895493
1420	1.54983648
1421	1.54972492
1422	1.549660219
1423	1.549637234
1424	1.549540385
1425	1.549207465
1426	1.549180189
1427	1.549148102
1428	1.549125551
1429	1.549102531
1430	1.549027942
1431	1.548842977
1432	1.548588131
1433	1.548498891
1434	1.548338861
1435	1.548289582
1436	1.54733108
1437	1.54727304
1438	1.547196053
1439	1.546998629
1440	1.546852391
1441	1.546794119
1442	1.546476282
1443	1.546393085
1444	1.546366045
1445	1.546263091
1446	1.54612981
1447	1.545731287
1448	1.545698273
1449	1.545619007
1450	1.545480805
1451	1.545342086
1452	1.54513473
1453	1.545053374
1454	1.544971076
1455	1.544956025
1456	1.544649071
1457	1.544578601
1458	1.544559502
1459	1.543844933
1460	1.543836938
1461	1.543787108
1462	1.543643255
1463	1.543626678
1464	1.543516911
1465	1.543459402
1466	1.543361243
1467	1.543301965
1468	1.543163454
1469	1.543083063
1470	1.543025732
1471	1.54295548
1472	1.542880801
1473	1.542856105
1474	1.542552843
1475	1.542366186
1476	1.542263028
1477	1.542249871
1478	1.542158343
1479	1.542140048
1480	1.541837252
1481	1.541772654
1482	1.541454599
1483	1.541203222
1484	1.54082135
1485	1.540550819
1486	1.538879822
1487	1.538854236
1488	1.538809528
1489	1.538694147
1490	1.538680362
1491	1.538529907
1492	1.537996763
1493	1.537988186
1494	1.537538933
1495	1.537381861
1496	1.537371314
1497	1.537360773
1498	1.537354354
1499	1.537040611
1500	1.536993651
1501	1.536975201
1502	1.536832233
1503	1.536495123
1504	1.536424022
1505	1.536361387
1506	1.536354728
1507	1.536013613
1508	1.535932465
1509	1.535802912
1510	1.53560883
1511	1.535522449
1512	1.535471219
1513	1.535308046
1514	1.535138089
1515	1.535096724
1516	1.535062075
1517	1.534912117
1518	1.534888097
1519	1.533196485
1520	1.532953428
1521	1.532429172
1522	1.532256571
1523	1.532047959
1524	1.531990032
1525	1.531651062
1526	1.531549724
1527	1.531485276
1528	1.53144461
1529	1.531376643
1530	1.531230253
1531	1.531197845
1532	1.53107735
1533	1.530985159
1534	1.530942184
1535	1.530719896
1536	1.530707988
1537	1.530594739
1538	1.53058906
1539	1.530549346
1540	1.530202817
1541	1.530166216
1542	1.530117701
1543	1.530095335
1544	1.530045831
1545	1.52996939
1546	1.52988846
1547	1.529488808
1548	1.529353146
1549	1.528975595
1550	1.52891588
1551	1.528852637
1552	1.528789426
1553	1.528721785
1554	1.52868594
1555	1.52862388
1556	1.528571834
1557	1.528539381
1558	1.528474087
1559	1.52838169
1560	1.528376946
1561	1.528299891
1562	1.528202335
1563	1.528120941
1564	1.52799988
1565	1.527971017
1566	1.527948548
1567	1.527603792
1568	1.527589495
1569	1.527566437
1570	1.527499013
1571	1.527489458
1572	1.527219656
1573	1.52693701
1574	1.52683658
1575	1.526783697
1576	1.526757237
1577	1.526672818
1578	1.526550917
1579	1.526475927
1580	1.526426386
1581	1.52639386
1582	1.526370447
1583	1.526290296
1584	1.525931697
1585	1.525731154
1586	1.525695948
1587	1.525633393
1588	1.525597026
1589	1.525508468
1590	1.525369121
1591	1.525228709
1592	1.525197612
1593	1.525134109
1594	1.524957669
1595	1.52487722
1596	1.524768463
1597	1.524687944
1598	1.524591797
1599	1.524579203
1600	1.524385539
1601	1.524329647
1602	1.52428039
1603	1.52422995
1604	1.524197333
1605	1.52417678
1606	1.52409366
1607	1.524089349
1608	1.523983983
1609	1.523915869
1610	1.523820452
1611	1.523468534
1612	1.523367585
1613	1.523077907
1614	1.523075918
1615	1.523062219
1616	1.523038947
1617	1.522775701
1618	1.522637011
1619	1.52260945
1620	1.522571689
1621	1.522562609
1622	1.522544663
1623	1.522430811
1624	1.522348288
1625	1.522310568
1626	1.522265243
1627	1.522117063
1628	1.522091213
1629	1.521983358
1630	1.521967966
1631	1.521934232
1632	1.521574499
1633	1.521273852
1634	1.521064772
1635	1.520294893
1636	1.520227819
1637	1.520217573
1638	1.52018028
1639	1.520065415
1640	1.520022386
1641	1.519943579
1642	1.519794249
1643	1.519781521
1644	1.5196519
1645	1.519586676
1646	1.519540276
1647	1.519494973
1648	1.519460453
1649	1.519370891
1650	1.519341322
1651	1.519257376
1652	1.519220679
1653	1.519202211
1654	1.519159039
1655	1.518794469
1656	1.518759853
1657	1.518455447
1658	1.518433066
1659	1.518351318
1660	1.518286706
1661	1.518238146
1662	1.518153129
1663	1.517834306
1664	1.517735088
